   -0.109975E-13     0.659847E-05    -0.235653E-06    -0.119880E+04     0.107484E+02     0.612659E+09     0.352342E-07
   -0.109949E-13     0.659695E-05    -0.235639E-06    -0.119880E+04     0.107484E+02     0.612659E+09     0.342453E-07
   -0.109924E-13     0.659542E-05    -0.235626E-06    -0.119880E+04     0.107484E+02     0.612659E+09     0.332208E-07
   -0.109898E-13     0.659389E-05    -0.235612E-06    -0.119880E+04     0.107484E+02     0.612659E+09     0.321609E-07
   -0.109873E-13     0.659237E-05    -0.235598E-06    -0.119880E+04     0.107484E+02     0.612659E+09     0.310655E-07
   -0.109847E-13     0.659084E-05    -0.235585E-06    -0.119880E+04     0.107484E+02     0.612659E+09     0.299350E-07
   -0.109822E-13     0.658932E-05    -0.235571E-06    -0.119880E+04     0.107484E+02     0.612659E+09     0.287694E-07
   -0.109796E-13     0.658779E-05    -0.235557E-06    -0.119880E+04     0.107484E+02     0.612659E+09     0.275690E-07
   -0.109771E-13     0.658626E-05    -0.235543E-06    -0.119880E+04     0.107484E+02     0.612659E+09     0.263339E-07
   -0.109746E-13     0.658474E-05    -0.235530E-06    -0.119880E+04     0.107484E+02     0.612659E+09     0.250645E-07
   -0.109720E-13     0.658321E-05    -0.235516E-06    -0.119880E+04     0.107484E+02     0.612659E+09     0.237609E-07
   -0.109695E-13     0.658168E-05    -0.235502E-06    -0.119880E+04     0.107484E+02     0.612659E+09     0.224235E-07
   -0.109669E-13     0.658016E-05    -0.235489E-06    -0.119880E+04     0.107484E+02     0.612659E+09     0.210526E-07
   -0.109644E-13     0.657863E-05    -0.235475E-06    -0.119880E+04     0.107484E+02     0.612659E+09     0.196485E-07
   -0.109618E-13     0.657710E-05    -0.235461E-06    -0.119880E+04     0.107484E+02     0.612659E+09     0.182115E-07
   -0.109593E-13     0.657558E-05    -0.235448E-06    -0.119880E+04     0.107484E+02     0.612659E+09     0.167422E-07
   -0.109567E-13     0.657405E-05    -0.235434E-06    -0.119880E+04     0.107484E+02     0.612659E+09     0.152408E-07
   -0.109542E-13     0.657252E-05    -0.235420E-06    -0.119880E+04     0.107484E+02     0.612659E+09     0.137079E-07
   -0.109517E-13     0.657100E-05    -0.235407E-06    -0.119880E+04     0.107484E+02     0.612659E+09     0.121439E-07
   -0.109491E-13     0.656947E-05    -0.235393E-06    -0.119880E+04     0.107484E+02     0.612659E+09     0.105493E-07
   -0.109466E-13     0.656795E-05    -0.235379E-06    -0.119880E+04     0.107484E+02     0.612659E+09     0.892454E-08
   -0.109440E-13     0.656642E-05    -0.235366E-06    -0.119880E+04     0.107484E+02     0.612659E+09     0.727029E-08
   -0.109415E-13     0.656489E-05    -0.235352E-06    -0.119880E+04     0.107484E+02     0.612659E+09     0.558709E-08
   -0.109389E-13     0.656337E-05    -0.235338E-06    -0.119880E+04     0.107484E+02     0.612659E+09     0.387552E-08
   -0.109364E-13     0.656184E-05    -0.235325E-06    -0.119880E+04     0.107484E+02     0.612659E+09     0.213620E-08
   -0.109338E-13     0.656031E-05    -0.235311E-06    -0.119880E+04     0.107484E+02     0.612659E+09     0.369811E-09
   -0.109313E-13     0.655879E-05    -0.235297E-06    -0.119880E+04     0.107484E+02     0.612659E+09     0.142300E-08
   -0.109288E-13     0.655726E-05    -0.235283E-06    -0.119880E+04     0.107484E+02     0.612659E+09     0.324150E-08
   -0.109262E-13     0.655573E-05    -0.235270E-06    -0.119880E+04     0.107484E+02     0.612659E+09     0.508499E-08
   -0.109237E-13     0.655421E-05    -0.235256E-06    -0.119880E+04     0.107484E+02     0.612659E+09     0.695268E-08
   -0.109211E-13     0.655268E-05    -0.235242E-06    -0.119880E+04     0.107484E+02     0.612659E+09     0.884383E-08
   -0.109186E-13     0.655116E-05    -0.235229E-06    -0.119880E+04     0.107484E+02     0.612659E+09     0.107576E-07
   -0.109160E-13     0.654963E-05    -0.235215E-06    -0.119880E+04     0.107484E+02     0.612659E+09     0.126931E-07
   -0.109135E-13     0.654810E-05    -0.235201E-06    -0.119880E+04     0.107484E+02     0.612659E+09     0.146496E-07
   -0.109109E-13     0.654658E-05    -0.235188E-06    -0.119880E+04     0.107484E+02     0.612659E+09     0.166262E-07
   -0.109084E-13     0.654505E-05    -0.235174E-06    -0.119880E+04     0.107484E+02     0.612659E+09     0.186219E-07
   -0.109059E-13     0.654352E-05    -0.235160E-06    -0.119880E+04     0.107484E+02     0.612659E+09     0.206358E-07
   -0.109033E-13     0.654200E-05    -0.235147E-06    -0.119880E+04     0.107484E+02     0.612659E+09     0.226669E-07
   -0.109008E-13     0.654047E-05    -0.235133E-06    -0.119880E+04     0.107484E+02     0.612659E+09     0.247143E-07
   -0.108982E-13     0.653894E-05    -0.235119E-06    -0.119880E+04     0.107484E+02     0.612659E+09     0.267769E-07
   -0.108957E-13     0.653742E-05    -0.235106E-06    -0.119880E+04     0.107484E+02     0.612659E+09     0.288538E-07
   -0.108931E-13     0.653589E-05    -0.235092E-06    -0.119880E+04     0.107484E+02     0.612659E+09     0.309438E-07
   -0.108906E-13     0.653436E-05    -0.235078E-06    -0.119880E+04     0.107484E+02     0.612659E+09     0.330459E-07
   -0.108881E-13     0.653284E-05    -0.235064E-06    -0.119880E+04     0.107484E+02     0.612659E+09     0.351589E-07
   -0.108855E-13     0.653131E-05    -0.235051E-06    -0.119880E+04     0.107484E+02     0.612659E+09     0.372818E-07
   -0.108830E-13     0.652979E-05    -0.235037E-06    -0.119880E+04     0.107484E+02     0.612659E+09     0.394134E-07
   -0.108804E-13     0.652826E-05    -0.235023E-06    -0.119880E+04     0.107484E+02     0.612659E+09     0.415526E-07
   -0.108779E-13     0.652673E-05    -0.235010E-06    -0.119880E+04     0.107484E+02     0.612659E+09     0.436980E-07
   -0.108753E-13     0.652521E-05    -0.234996E-06    -0.119880E+04     0.107484E+02     0.612659E+09     0.458486E-07
   -0.108728E-13     0.652368E-05    -0.234982E-06    -0.119880E+04     0.107484E+02     0.612659E+09     0.480030E-07
   -0.108702E-13     0.652215E-05    -0.234969E-06    -0.119880E+04     0.107484E+02     0.612659E+09     0.501601E-07
   -0.108677E-13     0.652063E-05    -0.234955E-06    -0.119880E+04     0.107484E+02     0.612659E+09     0.523185E-07
